"Code","Class","Order","Suborder","Family","Subfamily","Genus","Species","SpeciesEpithet","MatingSystem","SexMaturity_AgeM_min","SexMaturity_AgeM_max","SexMaturity_AgeM_mean","SexMaturityF_Age_min","SexMaturityF_Age_max","SexMaturityF_Age_mean","SexMaturity_AgeU_min","SexMaturity_AgeU_max","SexMaturity_AgeU_mean","FirstBirth_Age_min","FirstBirth_Age_max","FirstBirth_Age_mean","Sperm_Retention","Delayed_Implantation","Delayed_Development","Active_Gestation_Length_min","Active_Gestation_Length_max","Active_Gestation_Length_mean","Total_Gestation_Length_min","Total_Gestation_Length_max","Total_Gestation_Length_mean","Lactation_Length_min","Lactation_Length_max","Lactation_Length_mean","Weaning_Length_min","Weaning_Length_max","Weaning_Length_mean","Litter_Size_min","Litter_Size_max","Litter_Size_mean","Num_Litter_year_max","Num_Litter_year_mean","Births_Interval_min","Births_Interval_mean","Parental_Cares","Nursery_Roost","Nursery_Roost_Size_min","Nursery_Roost_Size_max","Nursery_Roost_Size_mean"
"YIN050004011","Mammalia","Chiroptera","Yinpterochiroptera","Hipposideridae",NA,"Hipposideros","tephrus","Hipposideros_tephrus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,180,NA,NA,180,NA,NA,60,NA,NA,NA,1,NA,1,NA,1,NA,365,"F",1,NA,NA,NA
"YIN060001001","Mammalia","Chiroptera","Yinpterochiroptera","Rhinolophidae",NA,"Rhinolophus","adami","Rhinolophus_adami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YIN060001002","Mammalia","Chiroptera","Yinpterochiroptera","Rhinolophidae",NA,"Rhinolophus","maendeleo","Rhinolophus_maendeleo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YIN060001003","Mammalia","Chiroptera","Yinpterochiroptera","Rhinolophidae",NA,"Rhinolophus","alcyone","Rhinolophus_alcyone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YIN060001004","Mammalia","Chiroptera","Yinpterochiroptera","Rhinolophidae",NA,"Rhinolophus","landeri","Rhinolophus_landeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,90,120,105,150,180,165,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,365,"F",1,NA,NA,NA
"YIN060001005","Mammalia","Chiroptera","Yinpterochiroptera","Rhinolophidae",NA,"Rhinolophus","guineensis","Rhinolophus_guineensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YIN060001006","Mammalia","Chiroptera","Yinpterochiroptera","Rhinolophidae",NA,"Rhinolophus","blasii","Rhinolophus_blasii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"F",1,30,400,215
"YIN060001007","Mammalia","Chiroptera","Yinpterochiroptera","Rhinolophidae",NA,"Rhinolophus","lobatus","Rhinolophus_lobatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,730,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,365,NA,NA,NA,NA,NA
"YIN060001008","Mammalia","Chiroptera","Yinpterochiroptera","Rhinolophidae",NA,"Rhinolophus","swinnyi","Rhinolophus_swinnyi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YIN060001009","Mammalia","Chiroptera","Yinpterochiroptera","Rhinolophidae",NA,"Rhinolophus","capensis","Rhinolophus_capensis",NA,NA,NA,730,NA,NA,NA,NA,NA,NA,NA,NA,730,0,0,0,NA,NA,105,NA,NA,105,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,365,"F",NA,NA,NA,NA
"YIN060001010","Mammalia","Chiroptera","Yinpterochiroptera","Rhinolophidae",NA,"Rhinolophus","gorongosae","Rhinolophus_gorongosae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YIN060001011","Mammalia","Chiroptera","Yinpterochiroptera","Rhinolophidae",NA,"Rhinolophus","rhodesiae","Rhinolophus_rhodesiae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YIN060001012","Mammalia","Chiroptera","Yinpterochiroptera","Rhinolophidae",NA,"Rhinolophus","simulator","Rhinolophus_simulator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,365,"F",1,NA,NA,NA
"YIN060001013","Mammalia","Chiroptera","Yinpterochiroptera","Rhinolophidae",NA,"Rhinolophus","denti","Rhinolophus_denti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YIN060001014","Mammalia","Chiroptera","Yinpterochiroptera","Rhinolophidae",NA,"Rhinolophus","alticolus","Rhinolophus alticolus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YIN060001015","Mammalia","Chiroptera","Yinpterochiroptera","Rhinolophidae",NA,"Rhinolophus","mehelyi","Rhinolophus_mehelyi",NA,NA,NA,730,NA,NA,1095,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,365,"F",1,NA,3000,NA
"YIN060001016","Mammalia","Chiroptera","Yinpterochiroptera","Rhinolophidae",NA,"Rhinolophus","euryale","Rhinolophus_euryale",NA,450,803,626.5,NA,NA,912.5,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,365,"F",1,50,400,225
"YIN060001017","Mammalia","Chiroptera","Yinpterochiroptera","Rhinolophidae",NA,"Rhinolophus","hildebrandtii","Rhinolophus_hildebrandtii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,120,NA,NA,120,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,365,"F",1,NA,NA,NA
"YIN060001018","Mammalia","Chiroptera","Yinpterochiroptera","Rhinolophidae",NA,"Rhinolophus","mabuensis","Rhinolophus_mabuensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YIN060001019","Mammalia","Chiroptera","Yinpterochiroptera","Rhinolophidae",NA,"Rhinolophus","cohenae","Rhinolophus_cohenae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YIN060001020","Mammalia","Chiroptera","Yinpterochiroptera","Rhinolophidae",NA,"Rhinolophus","smithersi","Rhinolophus_smithersi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YIN060001021","Mammalia","Chiroptera","Yinpterochiroptera","Rhinolophidae",NA,"Rhinolophus","mossambicus","Rhinolophus_mossambicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,90,NA,NA,90,NA,NA,90,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YIN060001022","Mammalia","Chiroptera","Yinpterochiroptera","Rhinolophidae",NA,"Rhinolophus","fumigatus","Rhinolophus_fumigatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,365,"F",1,NA,NA,NA
"YIN060001023","Mammalia","Chiroptera","Yinpterochiroptera","Rhinolophidae",NA,"Rhinolophus","eloquens","Rhinolophus_eloquens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YIN060001024","Mammalia","Chiroptera","Yinpterochiroptera","Rhinolophidae",NA,"Rhinolophus","darlingi","Rhinolophus_darlingi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YIN060001025","Mammalia","Chiroptera","Yinpterochiroptera","Rhinolophidae",NA,"Rhinolophus","damarensis","Rhinolophus_damarensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YIN060001026","Mammalia","Chiroptera","Yinpterochiroptera","Rhinolophidae",NA,"Rhinolophus","deckenii","Rhinolophus_deckenii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YIN060001027","Mammalia","Chiroptera","Yinpterochiroptera","Rhinolophidae",NA,"Rhinolophus","silvestris","Rhinolophus_silvestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YIN060001028","Mammalia","Chiroptera","Yinpterochiroptera","Rhinolophidae",NA,"Rhinolophus","hillorum","Rhinolophus_hillorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YIN060001029","Mammalia","Chiroptera","Yinpterochiroptera","Rhinolophidae",NA,"Rhinolophus","sakejiensis","Rhinolophus_sakejiensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YIN060001030","Mammalia","Chiroptera","Yinpterochiroptera","Rhinolophidae",NA,"Rhinolophus","ferrumequinum","Rhinolophus_ferrumequinum",3,730,1460,1095,NA,NA,1095,NA,NA,NA,1095,1825,1460,0,0,1,NA,NA,63,NA,NA,75,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,365,"F",1,100,1000,550
"YIN060001031","Mammalia","Chiroptera","Yinpterochiroptera","Rhinolophidae",NA,"Rhinolophus","clivosus","Rhinolophus_clivosus",NA,NA,NA,NA,540,1260,900,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,105,NA,NA,60,NA,NA,NA,1,NA,1,NA,1,NA,365,NA,NA,NA,NA,NA
"YIN060001032","Mammalia","Chiroptera","Yinpterochiroptera","Rhinolophidae",NA,"Rhinolophus","horaceki","Rhinolophus_horaceki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"F",1,NA,NA,NA
"YIN060001033","Mammalia","Chiroptera","Yinpterochiroptera","Rhinolophidae",NA,"Rhinolophus","maclaudi","Rhinolophus_maclaudi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YIN060001034","Mammalia","Chiroptera","Yinpterochiroptera","Rhinolophidae",NA,"Rhinolophus","ziama","Rhinolophus_ziama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YIN060001035","Mammalia","Chiroptera","Yinpterochiroptera","Rhinolophidae",NA,"Rhinolophus","hilli","Rhinolophus_hilli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YIN060001036","Mammalia","Chiroptera","Yinpterochiroptera","Rhinolophidae",NA,"Rhinolophus","kahuzi","Rhinolophus_kahuzi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YIN060001037","Mammalia","Chiroptera","Yinpterochiroptera","Rhinolophidae",NA,"Rhinolophus","willardi","Rhinolophus_willardi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YIN060001038","Mammalia","Chiroptera","Yinpterochiroptera","Rhinolophidae",NA,"Rhinolophus","ruwenzorii","Rhinolophus_ruwenzorii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YIN060001039","Mammalia","Chiroptera","Yinpterochiroptera","Rhinolophidae",NA,"Rhinolophus","hipposideros","Rhinolophus_hipposideros",NA,NA,NA,NA,NA,NA,NA,NA,NA,365,NA,NA,730,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,1,NA,365,"F",1,10,1500,755
"YAN010101001","Mammalia","Chiroptera","Yangochiroptera","Emballonuridae","Taphozoninae","Taphozous","nudiventris","Taphozous_nudiventris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN010101002","Mammalia","Chiroptera","Yangochiroptera","Emballonuridae","Taphozoninae","Taphozous","perforatus","Taphozous_perforatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"YAN010101003","Mammalia","Chiroptera","Yangochiroptera","Emballonuridae","Taphozoninae","Taphozous","mauritianus","Taphozous_mauritianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YAN010101004","Mammalia","Chiroptera","Yangochiroptera","Emballonuridae","Taphozoninae","Taphozous","hamiltoni","Taphozous_hamiltoni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN010101005","Mammalia","Chiroptera","Yangochiroptera","Emballonuridae","Taphozoninae","Taphozous","hildegardeae","Taphozous_hildegardeae",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,365,NA,NA,NA,NA,NA
"YAN010102001","Mammalia","Chiroptera","Yangochiroptera","Emballonuridae","Taphozoninae","Saccolaimus","peli","Saccolaimus_peli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN010201001","Mammalia","Chiroptera","Yangochiroptera","Emballonuridae","Emballonurinae","Paremballonura","tiavato","Paremballonura_tiavato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,90,NA,NA,90,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,365,NA,NA,NA,NA,NA
"YAN010201002","Mammalia","Chiroptera","Yangochiroptera","Emballonuridae","Emballonurinae","Paremballonura","atrata","Paremballonura_atrata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN010202001","Mammalia","Chiroptera","Yangochiroptera","Emballonuridae","Emballonurinae","Coleura","afra","Coleura_afra",3,NA,NA,365,NA,NA,365,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,118,NA,NA,118,NA,NA,NA,NA,NA,NA,1,NA,1,NA,2,180,240,"F",NA,NA,NA,NA
"YAN010202002","Mammalia","Chiroptera","Yangochiroptera","Emballonuridae","Emballonurinae","Coleura","seychellensis","Coleura_seychellensis",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,365,"F",NA,NA,NA,NA
"YAN010202003","Mammalia","Chiroptera","Yangochiroptera","Emballonuridae","Emballonurinae","Coleura","kibomalandy","Coleura_kibomalandy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"YAN020001001","Mammalia","Chiroptera","Yangochiroptera","Nycteridae",NA,"Nycteris","arge","Nycteris_arge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YAN020001002","Mammalia","Chiroptera","Yangochiroptera","Nycteridae",NA,"Nycteris","intermedia","Nycteris_intermedia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YAN020001003","Mammalia","Chiroptera","Yangochiroptera","Nycteridae",NA,"Nycteris","nana","Nycteris_nana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"F",1,NA,NA,NA
"YAN020001004","Mammalia","Chiroptera","Yangochiroptera","Nycteridae",NA,"Nycteris","major","Nycteris_major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YAN020001005","Mammalia","Chiroptera","Yangochiroptera","Nycteridae",NA,"Nycteris","aurita","Nycteris_aurita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YAN020001006","Mammalia","Chiroptera","Yangochiroptera","Nycteridae",NA,"Nycteris","grandis","Nycteris_grandis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YAN020001007","Mammalia","Chiroptera","Yangochiroptera","Nycteridae",NA,"Nycteris","hispida","Nycteris_hispida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YAN020001008","Mammalia","Chiroptera","Yangochiroptera","Nycteridae",NA,"Nycteris","macrotis","Nycteris_macrotis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YAN020001009","Mammalia","Chiroptera","Yangochiroptera","Nycteridae",NA,"Nycteris","madagascariensis","Nycteris_madagascariensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YAN020001010","Mammalia","Chiroptera","Yangochiroptera","Nycteridae",NA,"Nycteris","parisii","Nycteris_parisii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YAN020001011","Mammalia","Chiroptera","Yangochiroptera","Nycteridae",NA,"Nycteris","woodi","Nycteris_woodi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YAN020001012","Mammalia","Chiroptera","Yangochiroptera","Nycteridae",NA,"Nycteris","gambiensis","Nycteris_gambiensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YAN020001013","Mammalia","Chiroptera","Yangochiroptera","Nycteridae",NA,"Nycteris","thebaica","Nycteris_thebaica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,150,NA,NA,150,NA,NA,60,NA,NA,NA,1,NA,1,NA,1,NA,365,"F",1,NA,NA,NA
"YAN030001001","Mammalia","Chiroptera","Yangochiroptera","Myzopodidae",NA,"Myzopoda","schliemanni","Myzopoda_schliemanni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,365,"F",1,NA,NA,NA
"YAN030001002","Mammalia","Chiroptera","Yangochiroptera","Myzopodidae",NA,"Myzopoda","aurita","Myzopoda_aurita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,365,NA,NA,NA,NA,NA
"YAN040101001","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Mormopterus","jugularis","Mormopterus_jugularis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"F",1,NA,1000,NA
"YAN040101002","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Mormopterus","francoismoutoui","Mormopterus_francoismoutoui",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN040101003","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Mormopterus","acetabulosus","Mormopterus_acetabulosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN040102001","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Chaerephon","aloysiisabaudiae","Chaerephon_aloysiisabaudiae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAN040102002","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Chaerephon","ansorgei","Chaerephon_ansorgei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,2,NA,180,NA,NA,NA,NA,NA
"YAN040102003","Mammalia","Chiroptera","Yangochiroptera","Molossidae","Molossinae","Chaerephon","bemmeleni","Chaerephon_bemmeleni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
